4.31837e7	1.265893e8	2.61308e8	4.985038e8
7.0544e7	2.206367e8	3.00141e8	4.167019e8
9.17072e7	1.542566e8	2.268485e8	3.602949e8
1.19735e8	2.117345e8	3.056806e8	4.580594e8
1.479047e8	2.629408e8	4.028883e8	6.319998e8
1.774097e8	3.545291e8	5.290939e8	7.716582e8
2.23525e8	4.130107e8	6.494782e8	9.166321e8
2.451833e8	4.733573e8	7.786026e8	1.119917e9
2.989379e8	5.98858e8	8.706257e8	1.2766563e9
3.322712e8	7.10863e8	1.02515e9	1.3970263e9
3.550378e8	8.186347e8	1.086995e9	1.5706602e9
4.24845e8	7.724572e8	1.226738e9	1.7130585e9
4.426092e8	9.303198e8	1.3212961e9	1.9093722e9
5.304259e8	9.946836e8	1.4857533e9	2.0689024e9
5.673611e8	1.0891457e9	1.5822672e9	2.1443524e9
5.668009e8	1.1496974e9	1.6972599e9	2.3268326e9
6.296716e8	1.2081352e9	1.7875452e9	2.5183501e9
6.915574e8	1.3543158e9	1.8871715e9	2.6115276e9
7.523169e8	1.4185621e9	2.0143076e9	2.7672762e9
7.530954e8	1.5052992e9	2.1656448e9	3.0586542e9
8.526726e8	1.5707527e9	2.1390803e9	3.3260119e9
9.032503e8	1.5293817e9	2.3901855e9	3.2643568e9
8.945155e8	1.7432832e9	2.5522792e9	3.471764e9
9.424425e8	1.8112383e9	2.6649167e9	3.5953948e9
9.507142e8	1.8871699e9	2.7979535e9	3.8243456e9
9.8874e8	2.0926225e9	2.8911037e9	3.9895467e9
1.0428408e9	2.0614902e9	2.9891537e9	4.316965e9
1.1791074e9	2.2166615e9	3.1364813e9	4.3919295e9
1.2188327e9	2.2497638e9	3.2399894e9	4.5402409e9
1.2543946e9	2.3292474e9	3.3844459e9	4.6954951e9
1.2254709e9	2.4016929e9	3.4559386e9	4.7951797e9
1.3298246e9	2.4728927e9	3.570679e9	5.0174059e9
1.2962359e9	2.6115754e9	3.7754904e9	5.1687833e9
1.4127494e9	2.6498701e9	3.8409266e9	5.2668297e9
1.4926217e9	2.7982554e9	3.9972787e9	5.407035e9
1.4385591e9	2.8277335e9	3.9469562e9	5.6510713e9
1.5578423e9	2.7304497e9	3.9867251e9	5.6686562e9
1.6030027e9	3.049144e9	4.3966941e9	5.9233511e9
1.6405066e9	3.1109333e9	4.5186758e9	5.910614e9
1.7642204e9	3.2750208e9	4.6108783e9	6.333621e9
1.8047397e9	3.3516713e9	4.815921e9	6.3946334e9
1.6846553e9	3.3593746e9	4.907849e9	6.2905567e9
1.8562794e9	3.5128475e9	5.0652355e9	6.5461714e9
1.8973742e9	3.5504894e9	5.2006325e9	7.1266144e9
1.9356132e9	3.438913e9	5.368604e9	7.3355122e9
1.9717585e9	3.6713474e9	5.4898821e9	7.0447591e9
2.0606839e9	3.7776823e9	5.7209125e9	7.4776355e9
2.0648876e9	3.8865703e9	5.7194257e9	7.7339014e9
2.1415901e9	4.008007e9	5.8671318e9	7.9007758e9
2.169482e9	4.1422776e9	6.0630965e9	7.6974851e9
2.2617136e9	3.9253225e9	6.1181968e9	8.3814003e9
2.1419079e9	4.3140105e9	6.2921933e9	8.6691676e9
2.1740505e9	4.4231551e9	6.4314787e9	8.4958457e9
2.357999e9	4.5189213e9	6.2682504e9	8.4316113e9
2.2953311e9	4.5203511e9	6.8889933e9	9.5742669e9
2.4923311e9	4.6782836e9	6.6953722e9	9.384444e9
2.5396312e9	4.5994549e9	7.0310409e9	9.5831405e9
2.6022781e9	4.8059162e9	7.3744007e9	8.9207611e9
2.6488352e9	4.9141357e9	7.3411358e9	9.7602693e9
2.6523304e9	5.1510095e9	7.4380681e9	9.9000003e9
2.7915667e9	5.1387936e9	7.2851339e9	1.01910479e10
2.8211311e9	5.2429468e9	7.8188916e9	1.01676204e10
2.8284637e9	5.0101369e9	8.0084661e9	9.839469e9
2.8897792e9	5.0518113e9	8.2166987e9	9.9766905e9
2.9452593e9	5.3472114e9	8.4043661e9	1.04077172e10
2.9835574e9	5.5530653e9	8.3023234e9	1.09258891e10
3.0816831e9	5.3517951e9	8.5089449e9	1.07435431e10
3.0584497e9	5.7658622e9	8.1786881e9	1.0916022e10
2.9490015e9	5.7058831e9	8.590989e9	1.16331234e10
3.1965793e9	5.568462e9	8.7566654e9	1.1719434e10
3.2060515e9	5.9998059e9	8.5910463e9	1.15302728e10
3.2702043e9	5.9420765e9	8.8347217e9	1.22030385e10
3.1161045e9	6.4321691e9	9.0532074e9	1.23750194e10
3.3952425e9	6.3419067e9	8.9550884e9	1.20980559e10
3.4454482e9	6.5126353e9	9.8491756e9	1.19874572e10
3.4401419e9	6.2613453e9	9.6738712e9	1.29825196e10
3.5593508e9	6.8429957e9	1.00156851e10	1.27744337e10
3.6469499e9	6.7935886e9	9.7503328e9	1.28297174e10
3.5072841e9	6.9562408e9	1.02462387e10	1.35233862e10
3.9377048e9	7.0867842e9	1.06131909e10	1.35912398e10
3.8040225e9	6.8416248e9	1.00080725e10	1.37209586e10
3.9080438e9	7.0878011e9	1.0095039e10	1.37350787e10
3.9365738e9	7.0360061e9	1.05002456e10	1.35694069e10
4.0174956e9	7.2195737e9	1.06226077e10	1.38856567e10
3.7668114e9	7.348057e9	1.07246469e10	1.44497453e10
3.5848178e9	7.4948971e9	1.06956469e10	1.43456001e10
4.1570439e9	7.6170033e9	1.09781474e10	1.53329901e10
3.9562679e9	7.662853e9	1.16165537e10	1.45151493e10
4.0010999e9	7.7309633e9	1.22300555e10	1.52648708e10
4.0490214e9	7.8030115e9	1.14337882e10	1.518284e10
4.3999725e9	7.9009682e9	1.15852781e10	1.56674064e10
4.4737295e9	8.9751945e9	1.19177824e10	1.53920441e10
4.534668e9	8.1467762e9	1.22157069e10	1.56436771e10
4.5464161e9	8.293709e9	1.18660527e10	1.61745327e10
4.6633288e9	8.9025056e9	1.2164838e10	1.69930947e10
4.7256683e9	8.4807582e9	1.23224482e10	1.61497618e10
4.87239e9	9.214452e9	1.35355125e10	1.66281136e10
5.0167625e9	9.3934563e9	1.32875978e10	1.70009052e10
4.936752e9	9.1395727e9	1.2821485e10	1.76480611e10
4.984467e9	8.9035121e9	1.36072012e10	1.76175534e10
